ID,Max Velocity(km/h),Min Velocity(km/h),Avg Velocity(km/h)
0210,25.5,6.8,16.8
0211,42.3,14.6,22.2
0212,24.9,1.9,10.1
0213,58.1,57.7,57.9
0214,59.5,8.3,48.8
0215,20.8,0.0,10.3
0216,40.1,0.0,16.7
0217,57.9,24.0,33.9
0218,62.4,28.4,51.3
0219,52.4,26.1,43.0
0220,61.2,30.6,41.0
0221,51.0,0.0,39.3
0222,53.6,29.2,42.9
0223,56.1,30.1,41.2
0224,52.0,2.9,35.4
0225,1.9,1.9,1.9
0226,35.4,16.8,27.1
0227,4.4,0.0,1.3
0228,124.9,12.9,36.9
0229,59.0,28.7,46.6
0230,37.7,4.4,27.3
0231,34.3,2.9,18.8
0232,12.4,12.4,12.4
0233,61.5,50.7,56.4
0234,50.0,4.2,42.0
0236,43.0,23.4,34.0
0237,44.0,10.0,36.2
0238,52.7,16.2,44.1
0239,87.5,37.8,44.3
0240,55.4,30.0,45.5
0241,31.1,11.4,26.2
0242,53.9,8.5,42.4
0243,54.9,4.3,43.8
0244,40.7,24.1,32.5
0245,37.9,8.8,32.4
0246,62.4,3.5,22.2
0247,50.4,7.7,32.0
0248,48.2,8.6,25.4
0249,37.8,1.8,22.2
0250,33.8,3.9,25.0
0251,46.0,34.6,38.5
0252,21.7,4.0,14.3
0253,48.9,10.5,27.7
0254,34.1,4.0,26.2
0255,3.7,0.1,0.9
0256,45.5,18.2,28.5
0257,39.6,0.0,24.4
0258,39.6,15.3,29.0
0259,59.5,0.0,13.4
0260,38.0,0.0,26.0
0261,37.8,0.0,28.0
0262,23.3,10.1,15.1
0263,12.2,2.6,7.6
0264,1.3,0.0,0.8
0265,12.6,0.0,6.6
0266,1.5,0.8,1.2
0267,1.0,0.0,0.5
0268,57.7,9.0,19.0
0269,14.2,0.0,5.7
0270,42.9,7.2,21.7
0271,15.6,0.0,4.2
0272,7.7,2.7,4.4
0274,33.4,1.5,19.5
0275,56.4,13.5,38.0
0276,34.7,1.5,21.1
0277,17.8,0.0,13.0
0278,75.9,38.5,48.0
0279,92.1,32.4,45.8
0280,7.1,0.0,3.6
0281,9.9,6.1,8.4
0282,52.4,11.9,31.3
0283,41.3,41.3,41.3
0284,39.3,8.1,19.2
0285,25.7,0.0,14.8
0286,35.4,0.0,20.4
0287,58.8,29.4,51.4
0288,38.6,0.0,26.0
0289,38.5,10.3,29.2
0290,56.3,31.0,36.4
0291,38.5,20.5,31.9
0292,60.4,25.7,51.3
0293,45.8,26.4,37.6
0294,37.6,6.2,29.1
0295,64.2,16.8,29.8
0296,44.7,5.0,32.3
0297,62.7,30.6,51.7
0298,40.9,35.4,36.9
0299,22.4,22.4,22.4
0300,44.9,7.2,22.4
0301,42.3,12.5,25.2
0302,26.1,14.3,22.3
0303,48.6,27.5,35.8
0304,45.7,1.5,37.5
0305,47.1,8.7,40.7
0306,71.1,25.6,43.1
0307,34.5,7.4,27.8
0308,43.2,10.4,37.6
0309,51.2,1.9,39.6
0310,36.5,35.7,36.1
0311,44.1,24.6,30.9
0312,53.4,26.5,41.7
0313,47.1,0.0,36.2
0314,57.5,16.2,23.8
0315,39.9,14.4,19.7
0316,47.9,0.0,39.8
0317,46.8,29.0,42.0
0318,26.1,0.0,8.2
0319,18.1,2.6,15.3
0320,13.1,0.0,5.8
0321,62.8,38.0,51.1
0322,71.1,28.9,57.1
0323,3.8,1.7,2.4
0324,52.3,4.7,40.9
0325,62.4,26.9,49.9
0326,23.5,0.0,2.7
0327,8.1,2.1,5.1
0328,72.8,44.5,60.6
0329,59.2,7.3,42.4
0330,19.7,1.7,12.0
0331,37.2,0.0,13.5
0332,57.6,37.6,45.5
0333,33.5,11.7,22.5
0334,20.6,5.2,16.7
0335,27.7,0.0,19.9
0336,6.6,1.8,5.2
0337,36.3,0.0,20.5
0338,31.3,3.7,16.3
0339,4.4,4.4,4.4
0340,14.4,14.4,14.4
0341,55.7,33.5,38.3
0342,49.7,5.9,25.8
0343,26.0,8.6,20.7
0344,25.2,6.3,19.8
0345,47.8,0.0,3.5
0346,47.4,1.0,21.7
0347,31.6,0.0,18.2
0348,54.3,0.0,24.7
0349,37.7,23.7,32.4
0350,64.0,34.3,56.9
0351,39.5,0.0,34.8
0352,42.7,33.8,37.1
0353,3.7,0.0,2.0
0354,41.0,21.7,35.1
0355,36.9,24.3,31.8
0357,72.1,34.2,52.7
0358,67.2,3.1,37.0
0359,47.7,7.8,34.2
0360,44.5,9.6,34.4
0361,56.3,26.5,44.4
0362,40.0,8.8,33.0
0363,58.5,9.4,47.7
0364,73.9,27.9,56.7
0365,44.0,8.7,37.5
0366,53.4,29.7,38.4
0367,66.5,39.6,53.7
0368,49.6,34.1,42.2
0369,55.4,24.8,44.8
0370,55.1,55.1,55.1
0371,60.8,20.1,41.6
0372,55.0,0.0,8.0
0373,35.2,6.9,24.7
0374,54.6,0.0,8.1
0375,37.6,19.5,28.6
0376,31.0,4.3,19.5
0377,59.2,47.6,50.1
0378,59.1,34.2,49.0
0379,54.5,4.4,42.6
0380,62.1,34.6,49.0
0381,38.0,4.4,28.0
0382,38.2,7.5,29.9
0383,59.9,36.1,54.4
0384,0.0,0.0,0.0
0385,27.2,0.0,19.8
0386,44.2,30.7,37.1
0387,55.0,37.9,47.5
0388,56.6,39.9,44.6
0389,53.0,6.3,41.8
0390,68.4,9.3,25.0
0391,46.0,10.7,26.9
0393,22.0,0.0,1.9
0394,2.1,0.0,0.2
0395,15.1,0.0,1.5
0396,45.3,3.7,24.3
0397,36.9,8.8,30.7
0398,7.1,0.0,0.5
0399,39.5,16.9,25.7
0400,29.7,29.7,29.7
0401,52.3,29.2,39.4
0402,51.2,24.3,28.3
0403,21.4,10.7,13.7
0404,46.9,2.4,18.7
0405,0.0,0.0,0.0
0406,28.3,9.2,20.6
0407,13.6,0.0,9.1
0408,15.6,0.0,11.7
0409,30.3,10.7,22.0
