ID,Max Velocity(km/h),Min Velocity(km/h),Avg Velocity(km/h)
0075,49.8,33.7,41.8
0076,77.5,0.0,48.8
0077,52.1,8.2,32.1
0078,46.2,10.3,29.5
0079,72.8,0.0,47.1
0080,43.1,10.2,31.5
0081,70.7,7.7,49.0
0083,70.8,19.0,38.2
0084,23.7,2.3,13.3
0085,21.4,0.0,8.4
0086,59.5,0.0,41.6
0087,66.8,19.1,34.5
0088,19.1,19.1,19.1
0089,142.1,18.8,34.5
0090,145.2,9.3,38.5
0091,93.9,0.2,15.3
0092,62.0,5.9,42.4
0093,67.7,12.6,43.8
0094,70.3,0.0,16.8
0095,82.2,0.0,46.3
0096,36.2,0.0,9.4
0097,64.3,27.8,45.1
0098,101.3,8.7,38.0
0099,82.8,9.7,40.6
0100,48.5,0.0,34.6
0101,92.4,0.0,15.9
0102,105.8,6.0,47.9
0103,100.0,50.0,67.1
0104,86.7,8.9,42.2
0105,54.6,17.1,31.4
0106,103.0,51.5,66.9
0107,102.6,0.2,19.3
0108,52.6,4.4,25.9
0109,55.8,0.0,38.0
0110,21.8,7.9,14.0
0111,58.9,2.3,35.0
0112,56.5,0.0,33.9
0113,0.0,0.0,0.0
0114,100.5,35.1,55.6
0115,96.4,52.5,76.8
0116,82.8,0.0,19.4
0117,122.3,0.0,59.4
0118,70.2,6.1,52.7
0119,4.6,0.0,2.4
0120,8.8,1.0,4.7
0121,94.8,5.3,35.9
0122,68.9,29.8,43.6
0123,56.7,5.9,29.5
0124,3.6,0.0,1.0
0125,61.3,24.9,42.9
0126,66.4,0.0,23.0
0127,102.0,13.6,37.4
0128,104.3,12.8,36.9
0129,105.5,7.5,21.8
0130,21.5,0.0,6.5
0131,69.1,5.9,29.9
0132,32.9,0.0,11.3
0133,87.9,7.4,57.7
0134,88.8,9.8,29.2
0135,71.8,21.6,47.1
0136,131.0,2.0,80.2
0137,0.0,0.0,0.0
0138,59.4,39.6,47.3
0139,66.7,0.0,23.2
0140,92.3,5.5,24.2
0141,86.1,0.0,24.7
0142,88.8,3.9,64.0
0143,138.3,0.0,29.3
0144,35.5,35.5,35.5
0145,45.4,4.3,23.7
0146,0.0,0.0,0.0
0148,49.1,0.0,27.6
0151,37.6,25.2,31.4
0153,81.4,3.9,48.4
0154,53.4,53.4,53.4
0156,19.9,11.9,16.1
0157,26.4,2.1,19.5
0158,42.6,21.3,31.9
0159,40.4,0.0,21.7
0160,4.5,4.5,4.5
0161,29.6,2.6,19.9
0162,11.6,1.2,9.1
0163,6.1,3.6,4.5
0164,15.0,14.6,14.8
0165,27.7,18.4,19.9
0166,36.7,8.4,18.9
0167,53.5,53.5,53.5
0168,17.4,17.4,17.4
0169,17.0,17.0,17.0
0170,30.5,16.3,24.3
0171,69.2,12.9,23.3
0172,23.6,2.1,17.0
0174,44.3,0.0,22.7
0175,15.4,0.0,10.5
0176,12.9,12.9,12.9
0177,33.5,33.5,33.5
0178,41.2,0.0,25.5
0179,12.7,12.7,12.7
0181,67.4,28.1,45.0
0182,32.4,0.0,16.8
0183,74.5,35.0,54.1
0184,35.8,11.7,27.8
0185,39.6,21.4,30.5
0186,42.0,0.0,30.0
0187,21.4,1.1,12.6
0188,19.3,11.8,15.2
0189,60.5,10.8,24.2
0190,37.5,32.2,34.5
0191,47.2,0.0,31.8
0192,78.7,0.0,47.0
0193,42.5,0.0,22.2
0194,56.7,56.7,56.7
0195,86.4,19.9,57.7
0196,57.3,20.0,28.1
0197,45.1,0.0,29.5
0199,11.2,1.0,5.2
0201,49.6,1.7,32.8
0202,30.5,24.2,26.7
0203,45.2,0.0,32.0
0204,0.0,0.0,0.0
0205,38.1,4.5,28.2
0207,14.8,9.1,10.9
0208,46.7,0.0,32.4
0212,77.8,0.0,53.7
0213,54.8,0.0,39.0
0214,75.8,32.9,51.0
0216,24.3,0.0,16.2
0217,55.8,2.3,14.2
0218,9.3,9.3,9.3
0219,31.9,0.0,15.4
0220,54.6,36.3,44.8
0221,50.2,0.0,34.4
0222,60.5,0.0,39.2
0223,94.9,41.3,63.7
0224,139.4,3.4,22.4
0226,13.2,7.7,11.5
0227,52.3,0.0,40.8
0228,41.4,0.0,21.7
0229,97.1,1.1,32.4
0230,112.0,0.2,19.3
0231,81.5,43.4,59.5
0232,42.1,0.0,20.7
0233,11.9,11.5,11.7
0234,56.6,0.0,40.7
0235,91.3,37.1,61.7
0236,12.5,7.0,10.4
0237,36.5,3.8,18.1
0239,97.8,20.7,43.9
0240,116.4,35.4,72.5
0241,14.0,8.1,9.8
0242,6.9,0.0,1.9
0243,8.2,0.0,3.6
0244,97.3,40.6,52.6
0246,103.4,2.5,19.2
0247,23.0,7.7,15.6
0248,78.6,26.3,37.3
0249,68.6,0.0,42.9
0250,83.8,37.5,64.0
0251,82.8,20.4,42.5
0252,18.6,18.6,18.6
0253,54.2,27.1,42.0
0254,12.3,1.9,7.9
0256,65.1,0.0,46.4
0257,94.5,24.4,44.1
0258,34.9,4.1,19.3
0259,1.9,1.9,1.9
0261,104.7,0.0,59.9
0262,59.5,0.0,42.5
0263,95.8,38.6,49.4
0264,75.5,0.0,44.1
0265,41.2,17.6,22.5
0266,71.5,32.3,49.8
0267,59.9,0.0,43.9
0268,28.1,0.0,18.4
0269,30.8,13.9,22.0
0270,67.3,5.1,50.5
0271,39.8,0.0,14.0
0272,58.5,2.8,47.2
0273,82.2,37.7,61.4
0274,99.0,21.8,49.3
0275,114.4,25.7,63.7
0276,78.1,6.3,57.0
0277,69.9,0.0,41.6
0278,17.1,0.0,10.1
0279,55.4,11.4,25.7
0280,53.7,0.0,25.9
0281,63.0,0.0,42.5
0282,84.4,25.9,52.4
0283,98.5,34.7,49.2
0284,50.9,19.4,35.7
0285,41.4,2.9,21.9
0286,39.7,0.0,27.0
0287,24.1,0.0,18.3
0288,96.7,6.3,60.6
0289,71.7,5.6,42.0
0290,43.0,23.9,36.9
0291,27.2,10.3,19.1
0292,72.7,6.0,42.5
0293,85.9,32.9,55.4
0294,102.1,29.9,47.2
0295,76.7,0.0,41.1
0296,42.9,0.0,20.9
0297,31.1,0.0,21.1
0298,26.0,0.0,12.8
0299,46.6,11.7,20.5
0300,71.1,0.0,48.3
0301,66.8,24.5,43.2
0302,48.3,6.1,22.9
0303,79.7,36.3,55.0
0304,39.9,0.0,24.8
0305,56.0,0.0,26.0
0306,99.5,42.5,78.5
0307,50.6,16.6,27.9
0308,64.9,28.7,49.4
0309,64.9,30.4,43.2
0310,13.9,13.9,13.9
0311,81.1,70.7,75.2
0312,32.3,21.7,27.6
0313,40.8,0.0,26.2
0314,38.2,0.0,25.8
0315,110.5,40.3,84.5
0316,99.6,34.7,57.4
0317,40.2,30.4,35.6
0318,138.1,66.3,80.2
0319,62.8,26.4,44.2
0320,65.6,42.1,49.5
0321,47.9,0.0,26.5
0322,39.5,0.0,19.6
0323,67.8,26.8,49.9
0324,42.7,7.2,26.4
0325,14.1,2.4,6.3
0326,0.0,0.0,0.0
0327,41.4,0.0,20.7
0328,42.8,0.0,18.7
0329,90.8,25.3,50.5
0330,103.1,4.3,36.4
0331,42.7,6.2,27.5
0332,42.7,0.0,20.1
0333,48.0,0.0,17.1
0334,98.8,0.0,26.3
0335,77.0,0.0,5.6
0336,18.3,12.2,15.3
0337,11.6,11.6,11.6
0338,112.3,32.7,53.4
0339,11.9,3.0,9.2
0340,69.9,4.1,21.6
0341,45.2,0.0,23.2
0342,71.5,11.8,26.1
0343,13.5,0.0,7.3
0344,27.0,27.0,27.0
0346,76.9,24.0,54.3
0347,63.1,2.6,33.7
0348,81.9,35.9,54.6
0349,5.1,3.0,4.0
0350,78.3,35.3,54.6
0351,72.5,31.4,51.8
0352,19.4,0.0,13.3
0353,21.2,0.0,14.4
0354,76.4,30.2,52.0
0355,43.2,0.0,8.9
0356,38.0,35.0,37.0
0357,25.1,0.0,9.5
0358,76.6,38.5,54.6
0359,9.6,0.0,3.4
0360,57.9,57.9,57.9
0361,32.5,32.5,32.5
0362,74.6,36.1,50.8
0363,91.5,22.0,51.8
0364,23.2,12.1,19.3
0365,60.3,10.0,43.4
0366,90.9,23.5,46.5
0367,48.7,14.6,31.6
0368,76.2,6.0,50.0
0369,69.4,32.5,49.6
0370,81.1,55.4,67.9
0371,105.6,28.7,60.2
0372,83.3,35.2,58.4
0373,79.0,35.0,62.9
0374,105.9,0.0,60.9
0375,83.6,3.9,52.6
0376,98.7,5.8,61.6
0377,89.7,0.0,57.1
0378,71.1,5.8,49.5
0379,0.0,0.0,0.0
0380,85.0,21.6,59.0
0381,63.5,7.3,40.4
0382,79.3,9.2,56.5
0383,71.3,3.0,49.8
0384,82.8,3.9,70.5
0385,77.1,10.3,48.5
0386,4.5,4.5,4.5
0387,73.4,3.8,46.3
0388,74.4,2.0,42.2
0389,52.5,6.2,36.9
0390,97.1,34.1,52.6
0391,65.3,2.9,46.2
0392,70.4,9.8,38.8
0393,66.9,8.5,44.8
0394,53.8,0.0,36.2
0395,94.4,38.3,53.8
0396,81.9,6.9,32.5
0397,33.2,10.1,24.8
0398,57.9,7.7,30.2
0399,35.6,6.3,25.2
0400,47.7,34.3,43.2
0401,71.2,0.0,16.6
0402,101.4,0.0,16.3
0403,76.1,7.2,31.4
0404,5.8,0.0,4.3
0405,104.8,0.0,25.1
0406,67.8,0.0,17.1
0407,60.9,0.0,42.2
0408,48.8,0.0,31.8
0409,67.1,1.5,22.6
0411,62.4,0.0,17.6
0412,69.0,1.9,30.4
0413,51.4,34.4,41.5
0414,63.8,0.0,37.5
0415,60.9,3.7,32.4
0416,43.1,24.6,32.8
0417,72.7,4.5,43.8
0418,7.8,0.0,1.5
0419,13.1,13.1,13.1
0420,16.9,0.0,4.8
0421,28.1,2.9,19.0
0422,71.6,20.5,44.3
0423,65.6,0.0,38.9
0424,59.3,3.3,38.4
0425,68.6,0.0,34.1
0426,2.4,0.0,1.5
0427,17.3,0.0,7.8
0428,58.8,6.0,39.4
0429,103.4,2.1,20.3
0430,83.7,0.0,22.0
0431,101.5,1.6,31.4
0432,94.8,3.8,18.0
0433,40.5,4.9,25.8
0434,51.4,0.0,25.7
0435,54.5,0.3,24.7
0436,56.7,6.4,39.5
0437,55.2,2.5,25.5
0438,35.0,8.2,26.7
0439,45.2,5.3,33.7
0440,58.2,4.9,30.1
0441,96.6,0.0,19.4
0442,7.2,0.0,3.8
0443,57.6,6.1,20.6
0445,70.0,3.9,20.6
0446,37.3,0.0,21.4
0447,78.0,6.8,19.9
0448,28.9,0.0,16.1
0449,79.1,6.2,22.2
0450,34.3,0.0,21.0
0451,26.6,0.0,13.3
0452,33.8,8.8,19.6
0453,88.4,34.6,56.9
0454,53.7,2.5,14.0
0455,95.5,0.1,14.1
0456,100.9,37.6,57.2
0457,6.4,0.0,3.2
0458,41.8,0.0,12.6
0459,27.6,13.0,21.8
0460,30.4,0.9,16.4
0461,63.5,0.0,27.2
0462,18.2,0.0,9.8
0463,17.7,1.4,11.7
0464,60.0,0.0,14.1
0465,81.7,24.2,60.8
0466,55.0,2.8,40.3
0467,36.4,0.0,21.7
0468,96.5,2.1,28.6
0469,59.7,2.0,21.0
0471,88.5,61.6,74.2
0472,44.1,19.9,35.8
0473,47.8,0.0,29.8
0474,31.7,6.9,23.6
0475,86.3,49.3,67.6
0476,14.6,0.0,9.9
0477,61.5,6.4,20.7
0479,15.4,0.0,9.8
0480,145.5,16.8,52.9
0481,26.6,0.0,16.6
0482,34.6,4.7,19.9
0485,93.1,42.4,60.9
0486,37.5,0.0,19.3
0488,19.2,7.2,12.9
0489,33.1,2.9,23.4
0490,29.5,9.5,15.6
0491,32.1,0.0,18.5
0492,114.5,85.2,99.8
0493,21.5,1.8,8.6
0494,34.6,1.6,14.4
0495,28.0,0.0,9.6
0496,92.3,32.3,62.7
0497,41.6,0.0,26.6
0498,21.6,7.2,16.5
0499,67.7,18.0,29.3
0501,33.0,19.4,24.7
0502,132.3,36.2,60.0
0503,27.1,27.1,27.1
0504,40.7,1.8,27.4
0505,24.7,11.3,18.7
0506,6.1,0.0,1.3
0507,100.1,0.0,55.2
0508,26.2,9.0,14.8
0509,46.7,12.6,22.6
0510,13.8,0.0,9.9
0511,49.1,5.6,35.2
0512,71.4,0.0,49.4
0513,86.4,35.2,56.4
0515,44.0,0.0,28.1
0516,22.6,0.0,10.5
0517,35.2,18.1,23.9
0518,149.2,13.8,91.6
0519,82.3,21.1,42.2
0520,96.1,45.8,68.1
0521,32.8,5.8,10.9
0522,31.7,0.0,12.7
0523,85.1,35.6,61.5
0524,58.8,22.4,33.6
0525,81.7,0.0,31.8
0526,36.5,0.0,23.2
0527,42.2,2.7,30.2
0528,142.6,40.5,64.5
0529,26.0,0.5,6.6
0530,61.1,0.0,37.2
0531,91.2,0.0,62.1
0532,29.5,23.4,27.6
0534,28.6,0.0,11.7
0535,28.4,28.3,28.3
0536,75.9,28.8,57.7
0537,37.7,0.0,26.6
0538,43.2,0.0,29.3
0539,91.2,6.3,34.8
0540,45.6,0.0,28.6
0541,2.3,1.4,1.8
0542,72.4,4.1,28.1
0543,5.9,1.8,3.5
0544,73.1,10.1,27.6
0545,45.7,2.6,28.3
0546,18.4,18.4,18.4
0547,61.9,0.0,30.1
0548,73.0,3.2,51.2
0549,75.5,0.0,33.8
0550,87.0,13.5,32.0
0551,42.8,0.0,20.6
0552,15.7,0.0,6.2
0553,24.4,0.0,8.8
0554,78.0,14.6,32.3
0555,66.3,5.9,35.2
0556,70.7,34.2,52.8
0557,56.0,10.1,22.5
0558,97.7,0.0,53.0
0559,50.5,0.0,31.8
0560,37.7,6.4,21.2
0561,12.1,0.0,6.8
0562,94.7,11.9,34.5
0563,22.1,7.1,10.9
0564,48.4,0.0,11.6
0565,22.1,4.0,8.7
0566,91.3,18.8,63.3
0567,73.6,31.1,48.2
0568,63.2,0.0,35.9
0569,118.9,0.0,40.3
0570,97.5,0.0,64.5
0571,35.3,0.0,26.4
0572,33.3,2.2,26.2
0573,77.2,8.7,32.4
0574,66.9,0.0,38.2
0575,88.8,0.0,37.5
0576,62.4,0.0,37.8
0577,1.0,0.0,0.4
0578,0.0,0.0,0.0
0579,67.0,36.8,51.0
0581,74.6,6.1,58.0
0582,62.8,24.3,43.1
0583,56.9,28.7,44.1
0584,95.1,0.0,12.0
0585,128.8,3.3,99.7
0586,12.6,0.0,8.5
0587,34.5,0.0,8.6
0588,107.1,7.9,47.5
0589,31.3,0.0,15.4
0590,30.5,9.6,14.9
0591,84.3,0.0,53.0
0592,107.7,0.0,43.6
0593,62.7,35.4,49.3
0594,56.6,11.2,20.2
0595,22.7,0.0,16.5
0596,89.5,31.8,56.9
0597,63.4,0.0,45.7
0598,53.8,0.0,19.4
0599,40.0,0.0,18.3
0600,34.7,3.1,18.4
0601,30.3,0.0,17.2
0602,101.7,21.5,59.9
0603,105.1,0.0,41.8
0604,63.3,0.0,20.1
0605,47.2,0.8,16.1
0606,44.6,0.0,26.9
0607,24.9,1.0,12.7
0608,79.5,0.0,14.9
0609,78.6,1.1,17.7
0610,30.1,0.0,20.3
0611,72.8,12.9,30.3
0612,92.9,8.7,29.4
0613,27.8,6.5,12.4
0614,24.0,2.3,18.7
0615,58.0,0.0,16.7
0616,45.1,32.5,40.6
0617,47.3,0.0,14.5
0618,36.4,0.0,28.7
0619,37.1,2.8,12.5
0620,7.0,3.5,5.3
0621,35.6,0.0,8.8
0622,44.4,26.5,35.7
0623,56.5,0.0,22.7
0624,42.7,0.0,19.3
0625,54.0,12.3,20.2
0626,34.6,0.0,10.4
0627,30.5,0.0,9.7
0628,40.7,0.0,26.5
0629,48.6,10.4,21.4
0630,35.1,0.0,13.2
0631,94.4,34.4,57.1
0634,33.4,3.7,18.5
0635,6.0,6.0,6.0
0636,18.8,0.0,13.7
0637,84.3,15.2,38.8
0638,73.8,28.6,49.1
0639,119.2,29.9,67.3
0640,20.4,0.0,10.1
0641,84.6,30.1,51.2
0642,71.6,36.5,48.4
0643,20.4,0.0,11.6
0644,33.9,3.9,11.0
0645,81.5,28.5,45.4
0646,22.2,0.0,2.4
0647,59.2,29.8,43.4
0650,41.3,15.8,35.4
0651,91.2,25.1,49.4
0652,21.2,0.7,12.7
0653,8.7,0.0,2.4
0654,42.0,5.4,12.3
0655,85.0,28.4,51.9
0656,63.6,30.6,48.3
0657,25.0,3.3,14.9
0658,72.8,36.9,48.0
0659,24.9,0.0,14.4
0660,38.3,6.8,12.1
0661,52.9,0.0,29.7
0662,38.2,1.5,13.6
0663,78.3,46.3,58.6
0664,82.1,49.9,60.3
0665,92.5,29.2,50.9
0666,13.8,6.0,11.5
0667,6.3,0.5,3.1
0668,16.5,0.0,8.0
0669,0.8,0.0,0.3
0670,85.6,15.1,32.4
0671,39.4,0.0,24.9
0672,18.1,0.0,11.9
0673,58.5,0.0,8.8
0674,18.5,0.0,10.9
0675,72.4,32.4,51.9
0676,57.1,0.0,34.4
0677,20.4,1.8,13.8
0678,107.0,5.6,16.2
0679,17.6,8.8,12.8
0680,23.4,1.6,12.0
0681,105.1,32.8,57.9
0682,38.7,0.0,6.7
0683,10.6,3.6,6.0
0684,29.7,15.1,19.8
0685,77.2,35.4,55.7
0686,104.5,0.0,21.8
0688,21.3,6.2,12.9
0689,10.5,5.4,8.0
0691,16.1,16.1,16.1
0693,20.1,1.7,13.7
0695,16.0,12.4,14.2
0696,84.6,47.6,70.9
0697,6.2,5.0,5.4
0699,92.8,35.1,48.0
0700,76.0,39.1,55.0
0701,82.5,31.0,48.2
0702,115.5,13.3,64.1
0703,0.0,0.0,0.0
0705,80.7,26.3,58.0
0706,78.2,9.2,48.5
0707,13.1,4.6,6.7
0708,72.2,8.5,47.5
0709,16.2,15.2,15.7
0710,69.8,0.0,37.5
0711,62.5,4.0,42.3
0712,64.1,5.2,42.6
0713,62.8,22.9,44.6
0714,41.5,41.5,41.5
0715,98.9,40.3,51.8
0716,69.8,4.0,42.1
0717,116.1,39.2,60.6
0718,6.1,5.1,5.7
0719,50.7,26.8,40.0
0720,55.3,5.5,41.0
0721,68.4,32.2,44.8
0722,21.1,3.4,14.8
0723,29.7,16.3,21.2
0724,4.8,0.0,1.6
0725,76.1,74.3,75.2
0726,63.8,12.0,35.8
0727,65.6,13.0,33.3
0729,6.3,3.8,4.6
0730,63.6,4.0,37.1
0731,36.0,36.0,36.0
0732,43.7,29.2,37.1
0733,60.2,0.0,14.2
0735,78.7,4.0,39.4
0736,67.5,7.5,38.1
0737,81.3,5.6,48.0
0739,25.1,20.6,22.9
0740,63.7,13.0,38.4
0741,51.5,37.0,43.2
0742,84.4,0.0,17.6
0743,4.1,0.9,2.3
0744,42.2,0.0,27.4
0745,57.8,0.0,14.3
0747,93.3,7.0,39.7
0748,60.7,5.3,39.3
0749,58.7,0.0,16.7
0750,22.3,3.3,5.9
0751,37.1,20.4,27.8
0752,39.2,30.6,34.7
0753,14.2,0.0,6.0
0754,95.4,7.7,31.6
0755,68.8,0.0,32.7
0756,35.1,25.3,29.0
0757,41.9,5.5,23.8
0758,32.3,0.0,20.6
0759,104.8,3.5,32.8
0760,5.7,0.0,2.5
0761,53.4,14.9,31.3
0762,142.0,0.0,20.0
0763,68.6,4.6,31.6
0764,36.2,10.1,24.9
0765,95.6,5.6,32.0
0766,9.9,2.0,4.9
0768,149.6,0.0,27.8
0769,39.6,0.0,19.8
0770,12.8,0.0,5.1
0772,85.8,10.0,30.1
0773,98.1,0.0,24.9
0774,7.7,0.0,4.8
0775,58.8,10.8,20.0
0776,29.9,6.0,16.9
0777,79.6,4.6,39.5
0778,70.4,0.0,34.1
0779,111.8,0.0,49.1
0780,25.4,0.0,17.6
0781,62.8,0.0,24.9
0782,4.3,0.0,2.0
0783,98.9,8.1,32.0
0784,11.3,0.0,6.0
0785,67.8,9.7,44.5
0786,113.7,4.1,17.8
0787,25.4,0.0,9.9
0788,52.5,11.1,33.6
0789,11.1,0.0,4.6
0790,43.8,23.5,33.6
0791,51.7,0.0,15.7
0792,35.8,5.1,24.2
0793,105.9,11.7,34.4
0794,75.5,40.7,50.2
0795,32.0,0.0,25.3
0796,112.5,4.1,31.9
0798,52.0,1.8,36.3
0799,49.4,24.8,35.7
0800,88.6,88.6,88.6
0802,91.3,7.6,33.9
0803,133.5,11.7,39.7
0804,55.5,5.9,33.8
0805,3.2,3.2,3.2
0806,19.3,0.0,11.0
0807,22.2,0.0,14.8
0808,78.4,19.3,31.6
0809,73.4,15.2,55.6
0810,49.3,0.0,21.6
0811,99.0,19.0,34.0
0813,63.5,1.9,41.2
0814,58.3,0.0,28.3
0815,28.9,0.0,17.3
0816,29.1,3.9,17.9
0817,29.3,0.0,11.9
0818,48.0,0.0,19.9
0819,25.9,0.0,11.2
0820,16.4,16.4,16.4
0821,35.0,0.0,19.4
0822,29.1,3.5,17.2
0823,9.7,0.0,5.7
0824,24.2,0.0,9.8
0825,27.5,0.0,15.0
0826,12.5,2.3,6.8
0827,96.2,32.4,50.2
0828,40.0,0.0,22.1
0829,35.1,18.9,27.2
0830,16.7,0.0,9.3
0832,32.1,0.0,7.3
0833,75.0,30.4,53.9
0834,67.6,38.4,49.6
0836,29.9,0.0,23.4
0837,144.1,3.5,30.6
0838,28.8,21.1,25.5
0839,34.9,0.0,13.6
0841,35.9,0.0,25.3
0842,35.3,10.7,25.5
0844,60.0,0.0,30.7
0845,44.2,0.5,24.6
0846,1.7,0.0,0.8
0847,42.7,0.0,26.6
0848,22.9,0.0,11.4
0849,59.7,7.0,32.2
0850,89.2,27.2,51.6
0851,75.9,37.7,53.2
0852,7.3,7.3,7.3
0853,31.9,31.9,31.9
0854,86.1,9.3,27.3
0855,6.9,3.4,5.2
0856,49.6,0.0,30.7
0857,42.0,0.0,30.6
0858,55.4,0.0,32.9
0859,25.5,11.1,16.5
0862,51.5,0.0,23.9
0864,117.1,42.3,68.9
0865,35.0,19.0,26.2
0866,100.3,47.4,79.3
0867,79.3,0.0,18.9
0868,38.5,0.0,18.9
0870,31.2,6.3,20.0
0871,61.5,11.6,33.7
0872,58.4,0.0,39.9
0873,54.3,0.0,31.0
0874,56.6,14.4,35.9
0875,89.2,9.6,47.3
0876,61.6,0.0,38.3
0877,52.0,0.0,13.7
0879,38.9,0.0,28.2
0880,18.2,18.1,18.1
0881,33.0,23.0,28.2
0883,70.2,8.1,34.0
0884,41.1,17.6,33.6
0885,58.6,2.7,41.4
0886,41.3,8.3,28.9
0887,48.9,0.0,34.1
0888,59.6,25.8,39.4
0889,25.6,0.0,10.0
0890,38.6,19.7,32.9
0891,0.0,0.0,0.0
0892,45.3,16.1,26.4
0893,4.9,4.9,4.9
0894,66.3,37.7,54.5
0895,80.9,7.7,58.8
0896,39.8,0.0,29.6
0897,83.3,20.8,35.7
0898,13.2,10.9,12.4
0899,85.2,5.2,42.5
0900,23.6,5.4,10.0
0901,75.3,37.3,49.1
0902,56.5,0.0,41.8
0903,79.6,26.5,52.6
0904,51.3,0.0,35.9
0905,49.7,3.0,38.7
0906,63.2,0.0,47.6
0909,51.1,0.0,40.7
0910,80.4,0.0,37.6
0911,11.7,0.0,5.3
0912,63.2,0.0,47.4
0913,2.2,2.2,2.2
0914,87.5,15.3,40.8
0915,71.9,7.1,53.3
0916,100.5,17.9,43.3
0917,43.1,0.0,16.7
0918,101.0,31.5,50.1
0919,36.4,2.2,28.6
0920,55.9,0.0,40.5
0921,6.6,0.8,4.2
0922,25.8,0.0,16.5
0923,35.5,19.3,32.2
0924,91.7,24.1,48.5
0925,130.7,32.9,63.7
0926,12.3,5.3,7.1
0927,99.8,38.6,51.5
0928,67.3,24.4,39.0
0929,102.0,31.9,51.5
0930,12.8,0.0,6.4
0931,59.4,0.0,47.6
0932,55.2,0.0,15.5
0933,39.9,5.5,12.1
0934,23.1,2.1,10.7
0935,69.3,47.6,59.7
0936,99.4,2.9,55.4
0937,60.5,28.1,37.5
0938,20.7,2.6,7.2
0939,71.7,0.0,46.7
0940,103.1,29.7,52.4
0941,108.8,44.5,62.4
0942,66.6,0.0,48.3
0943,33.8,0.0,24.4
0944,39.1,7.6,30.5
0945,40.2,0.0,29.9
0947,96.8,14.6,48.5
0948,34.8,0.0,18.4
0949,39.8,4.3,17.6
0950,30.9,12.6,20.2
0951,49.7,34.9,43.3
0952,65.2,0.0,46.6
0953,82.8,5.9,51.8
0954,34.6,0.0,15.1
0955,133.2,12.6,50.6
0956,22.9,0.0,11.5
0957,98.6,30.5,56.9
0958,51.5,6.3,21.6
0959,101.0,38.6,56.3
0960,78.8,2.0,52.1
0961,23.7,0.0,15.4
0962,45.1,0.0,24.7
0963,81.8,32.5,50.6
0964,18.4,9.0,13.7
0965,50.2,5.6,23.0
0966,86.9,31.5,60.3
0967,77.3,6.1,52.4
0968,56.2,0.0,35.2
0969,46.5,0.0,28.0
0970,93.2,20.2,55.0
0971,94.6,0.0,67.0
0972,40.0,0.0,17.9
0973,46.6,11.3,23.9
0974,92.2,12.4,51.6
0975,37.3,19.8,30.8
0976,36.9,0.0,12.0
0977,110.0,25.7,58.2
0978,42.1,0.0,23.2
0979,132.2,35.5,70.7
0980,70.9,28.7,50.9
0981,37.5,0.0,23.8
0982,82.9,33.3,51.4
0983,94.0,10.5,37.5
0984,76.0,44.6,60.2
0985,48.8,46.6,47.4
0986,33.8,3.6,24.7
0987,53.7,28.1,38.8
0988,62.4,9.2,24.1
0989,42.8,0.0,23.1
0990,65.9,7.6,21.4
0991,78.1,0.0,19.6
0993,68.1,8.8,29.3
0994,85.5,11.0,20.6
0995,54.7,9.8,39.5
0996,62.0,0.0,46.9
0997,61.4,0.0,45.0
0998,30.6,0.0,14.3
