ID,Max Velocity(km/h),Min Velocity(km/h),Avg Velocity(km/h)
0962,85.2,12.9,51.3
0963,56.5,26.2,40.6
0964,4.8,4.8,4.8
0965,95.3,33.9,50.2
0966,9.5,8.6,9.0
0967,82.4,45.3,59.7
0968,45.5,4.4,36.2
0970,80.5,12.4,46.5
0971,70.1,26.2,40.6
0972,104.5,22.5,48.5
0973,34.2,9.8,23.8
0974,60.3,1.8,20.1
0975,50.2,29.9,38.0
0976,12.9,12.6,12.8
0977,45.5,21.7,36.8
0978,117.0,39.6,67.8
0979,42.7,16.8,34.8
0980,71.7,5.8,42.7
0981,126.9,89.3,105.5
0982,50.6,6.9,39.1
0983,52.8,8.2,45.0
0984,90.0,49.3,63.2
0985,145.5,24.2,41.1
0986,59.2,27.6,43.2
0987,75.2,0.0,46.3
0988,67.6,0.0,21.8
0989,125.2,33.2,51.4
0990,47.5,6.9,40.9
0991,13.5,0.0,8.6
0992,55.1,42.6,50.0
0993,67.2,1.2,10.5
0994,31.1,0.0,16.8
0995,65.9,8.5,47.1
0996,57.2,44.1,50.0
0997,108.1,43.9,59.6
0998,64.5,36.0,55.1
0999,99.5,39.5,47.3
1000,85.1,0.0,32.1
1001,86.8,13.2,43.9
1002,44.9,8.1,37.5
1004,71.3,27.1,63.6
1005,62.4,33.8,51.2
1006,27.8,0.0,4.3
1007,58.8,23.9,38.0
1008,63.0,41.5,50.2
1009,27.6,27.6,27.6
1010,21.9,0.0,13.8
1011,149.5,38.3,48.1
1012,45.5,25.6,38.9
1013,88.9,18.3,73.8
1014,49.1,4.7,36.7
1015,16.7,0.0,6.8
1016,116.2,15.9,83.9
1017,30.4,30.4,30.4
1018,68.5,28.3,54.3
1019,46.0,27.2,35.8
1020,85.4,23.8,36.5
1021,55.3,35.1,47.4
1023,15.9,15.9,15.9
1024,31.5,8.4,19.4
1026,109.3,17.9,73.3
1027,98.5,14.3,46.7
1028,108.5,19.6,76.7
1029,59.7,27.1,40.0
1030,66.3,8.1,37.2
1031,103.5,62.7,78.5
1032,64.8,43.0,53.5
1033,88.8,44.5,54.2
1034,41.7,0.0,11.9
1035,59.5,13.0,36.0
1036,5.3,0.9,2.2
1037,45.6,17.9,37.6
1038,94.2,16.8,68.2
1039,54.3,20.7,36.5
1040,88.1,12.4,41.2
1041,61.5,19.6,34.9
1043,98.0,15.3,34.2
1044,67.9,33.5,50.1
1045,53.1,20.6,33.8
1046,108.8,4.2,70.8
1048,122.1,79.3,102.7
1049,63.2,40.7,55.3
1050,95.1,5.0,33.9
1051,64.1,34.8,55.2
1052,33.1,33.1,33.1
1053,126.8,0.0,83.7
1054,101.1,22.4,41.5
1055,48.9,48.9,48.9
1057,97.6,76.6,82.5
1058,71.2,0.0,49.5
1059,71.3,45.1,60.0
1060,124.8,42.8,57.4
1061,38.0,5.2,24.3
1062,43.0,23.8,37.6
1063,125.4,61.0,80.1
1064,109.8,14.6,77.3
1065,14.9,11.9,13.4
1067,63.2,0.0,13.1
1068,101.3,36.2,71.8
1069,93.2,54.3,67.0
1070,24.5,0.0,11.8
1071,98.1,10.4,53.7
1072,22.8,0.0,4.3
1073,32.4,10.9,27.9
1074,42.6,3.1,31.8
1075,98.1,15.1,64.8
1076,47.3,23.2,39.3
1077,50.0,17.7,27.8
1078,61.5,18.4,34.3
1079,68.6,23.7,46.8
1080,49.5,29.5,40.0
1081,37.5,11.9,29.7
1082,66.9,14.6,34.2
1083,77.3,21.4,34.8
1084,76.4,14.4,42.2
1085,28.3,28.3,28.3
1086,58.1,45.1,53.3
1087,115.3,23.9,45.1
1088,49.7,8.3,40.7
1089,46.3,22.0,34.2
1090,63.1,15.1,51.8
1091,100.0,59.8,69.8
1092,106.3,20.8,38.1
1094,102.2,14.9,56.7
1095,49.5,6.8,36.4
1096,95.5,15.1,62.7
1097,68.0,21.7,34.2
1098,82.5,53.5,71.3
1099,112.5,14.3,80.1
1100,81.2,17.8,36.1
1101,69.5,8.6,54.1
1102,24.9,8.4,17.8
1103,107.9,16.1,75.2
1104,52.5,13.3,30.1
1105,90.5,52.3,72.6
1106,138.5,22.9,96.6
1107,55.5,10.9,47.8
1108,98.5,41.6,70.6
1109,121.6,57.5,79.3
1110,91.6,62.4,77.0
1111,65.5,36.5,45.3
1112,97.0,5.5,55.0
1113,140.8,74.5,84.9
1114,128.2,21.1,89.8
1115,97.9,11.7,59.2
1116,90.7,5.5,71.8
1117,73.8,29.6,46.3
1118,69.4,11.3,43.3
1119,43.7,16.6,34.3
1120,56.8,0.0,15.3
1121,56.2,31.1,37.3
1122,92.8,68.4,80.6
1124,53.1,26.5,37.8
1125,124.1,42.0,91.7
1126,53.8,36.2,42.4
1127,59.1,47.5,56.7
1128,44.1,8.1,36.2
1129,69.6,15.2,51.8
1130,66.3,33.2,44.3
1131,101.5,55.8,73.9
1132,80.7,43.0,68.9
1133,81.5,11.8,58.4
1134,67.4,5.6,46.4
1135,44.0,23.3,36.6
1136,70.4,24.2,54.4
1137,100.3,8.4,60.2
1138,127.6,62.3,71.9
1139,59.9,40.1,45.1
1140,85.1,48.2,72.3
1141,64.3,18.0,48.6
1142,57.2,37.3,47.6
1143,94.1,12.1,55.1
1144,84.2,50.6,75.3
1145,62.3,43.8,55.5
1146,58.6,22.5,35.0
1147,113.1,16.3,78.1
1148,108.9,61.2,90.7
1150,79.9,38.3,60.2
1151,48.8,27.4,43.1
1152,59.6,25.2,51.4
1153,54.3,40.4,49.7
1155,73.1,44.2,63.1
1156,45.5,28.1,40.8
1157,94.7,49.8,75.7
1158,98.7,12.1,61.7
1159,63.4,13.4,36.6
1160,37.6,0.0,10.7
1161,25.6,12.6,18.5
1162,39.9,0.0,26.9
1163,22.8,2.2,13.8
1164,31.6,0.0,3.6
1165,9.0,0.0,4.4
1166,43.4,9.2,28.0
1167,26.7,0.0,17.6
1168,38.1,5.1,33.4
1169,42.8,0.0,30.0
1170,34.0,14.2,28.5
1171,52.1,8.4,40.0
1172,31.0,1.6,5.8
1173,39.7,0.0,4.8
1174,43.3,19.8,32.5
1175,38.6,0.0,30.6
1176,47.5,0.0,32.3
1177,11.8,0.0,7.4
1178,49.0,7.0,22.0
1179,27.5,8.5,17.0
1180,44.5,0.0,34.3
1181,36.4,5.1,30.2
1182,53.0,0.0,37.4
1183,78.8,8.4,65.2
1184,41.8,2.8,28.8
1185,72.8,0.0,23.8
1186,18.7,4.2,7.1
1187,32.4,4.7,23.6
1188,24.8,0.0,3.0
1189,50.6,0.0,38.3
1190,34.4,3.5,24.8
1191,50.0,0.0,38.5
1192,80.6,7.8,42.3
1193,40.2,4.7,30.0
1194,58.0,14.6,38.3
1195,91.1,18.8,28.0
1196,9.7,0.0,3.5
1197,15.3,0.0,3.0
1198,59.4,8.3,24.7
1199,35.7,14.7,20.4
1200,47.2,12.0,32.3
1201,34.6,3.6,26.7
1202,102.4,15.6,36.5
1203,45.7,1.4,26.3
1205,119.5,28.8,48.3
1207,31.9,3.3,24.6
1208,55.0,17.7,34.8
1209,5.6,0.8,2.0
1210,34.6,2.8,24.8
1211,31.8,3.4,24.4
1212,16.4,0.0,5.2
1213,4.4,0.0,1.1
1214,50.4,11.7,27.3
1215,17.2,0.0,11.2
1216,17.2,3.7,11.7
1217,107.7,8.7,36.4
1218,72.4,13.4,31.4
1219,28.2,2.8,21.0
1220,11.5,0.0,2.1
1221,78.7,8.8,55.9
1222,12.1,0.0,6.8
1223,51.2,6.7,16.9
1224,37.2,1.4,24.7
1225,24.8,0.0,5.2
1226,34.4,4.3,27.6
1227,13.6,0.0,2.8
1228,6.7,0.0,2.4
1229,72.8,0.0,8.8
1230,31.4,3.9,10.4
1231,15.2,0.0,4.9
1232,31.4,0.0,7.7
1233,5.8,0.0,3.7
1234,13.0,0.0,4.5
1235,13.9,0.0,5.1
1236,18.0,0.0,2.6
1237,43.9,14.0,33.3
1239,38.8,10.2,32.8
1240,37.8,18.1,31.3
1241,13.2,4.2,10.0
1242,37.7,22.9,31.6
1243,16.6,0.0,9.0
1244,10.5,0.0,3.6
1245,123.5,0.0,8.1
1246,37.1,11.6,29.7
1247,3.7,0.1,0.9
1248,13.7,6.6,11.0
1249,38.5,28.8,33.4
1250,42.3,16.7,32.8
1251,42.9,13.6,35.0
1252,44.0,20.6,39.3
1253,42.9,30.7,34.4
1254,13.6,4.2,10.7
1255,44.7,20.3,32.4
1256,6.4,1.6,2.7
1257,37.6,27.8,34.5
1258,13.8,7.1,11.4
1259,42.5,15.3,28.9
1260,36.4,22.9,32.3
1261,40.9,19.5,35.6
1262,21.6,12.9,16.1
1264,42.7,19.7,37.0
1265,48.1,42.0,44.7
1267,45.0,19.6,38.1
1268,15.2,0.0,6.8
1269,65.0,41.6,48.0
1270,49.2,33.3,39.0
1271,46.3,35.3,40.1
1272,36.8,18.3,33.1
1273,52.4,17.8,35.0
1274,12.5,7.0,11.9
1275,36.0,22.6,28.5
1276,0.0,0.0,0.0
1277,35.3,0.0,21.4
1278,27.2,0.0,3.1
1279,8.0,4.3,5.6
1281,91.0,20.0,46.9
1282,130.4,10.6,40.8
1283,95.0,12.1,42.1
1284,87.5,12.2,42.7
1285,71.9,10.8,38.1
1286,85.2,5.5,40.7
1287,70.8,15.2,38.1
1288,32.1,12.3,24.4
1289,104.0,11.5,43.6
1290,87.2,14.2,37.6
1291,38.0,5.0,29.2
1292,96.4,19.9,34.1
1293,95.5,10.1,46.2
1294,95.6,10.8,41.4
1295,3.2,0.0,0.9
1296,49.7,12.1,25.3
1297,4.9,1.8,3.3
1298,0.0,0.0,0.0
1299,15.2,11.1,13.4
1300,4.3,1.1,2.2
1301,73.9,12.8,40.2
1302,104.8,12.4,41.2
1303,58.3,12.1,33.9
1304,6.7,1.2,4.5
1305,28.1,21.6,24.9
1306,19.3,5.7,14.1
1307,106.0,22.4,51.4
1308,48.5,14.0,33.8
1309,34.3,17.3,23.6
1310,37.7,10.5,26.7
1311,37.9,27.3,29.9
1312,2.1,0.0,0.8
1313,134.4,50.0,57.7
1314,0.0,0.0,0.0
1315,46.5,22.1,32.0
1316,81.1,29.6,55.2
1317,44.5,6.1,36.0
1318,97.9,16.4,55.8
1319,14.8,4.2,10.4
1320,74.3,48.5,64.6
1321,77.4,19.2,42.5
1322,80.6,4.2,62.1
1323,28.0,0.0,17.2
1324,35.8,22.9,31.8
1325,53.9,0.0,13.5
1326,37.0,0.0,25.5
1327,40.3,31.5,37.5
1328,25.4,3.9,20.6
1329,28.9,0.0,18.6
1330,46.5,28.6,33.6
1331,47.0,22.2,26.6
1332,37.6,21.9,29.8
1333,39.4,19.0,32.2
1334,2.8,0.0,1.5
1335,67.9,30.3,37.5
1336,37.5,0.0,30.6
1337,34.0,0.0,15.3
1338,27.5,19.4,25.5
1339,34.8,23.4,29.6
1340,60.0,53.2,56.0
1341,68.5,5.2,45.1
1342,31.0,12.3,26.6
1343,32.8,14.0,24.2
1344,32.6,9.7,30.8
1345,38.5,10.8,32.0
1346,41.6,9.2,34.0
1347,46.3,11.6,30.9
1348,43.9,27.9,38.6
1349,34.1,18.7,29.1
1350,38.2,23.0,31.4
1351,66.2,14.4,44.2
1352,101.0,14.2,33.8
1353,86.0,9.5,54.6
1354,64.1,35.4,53.7
1355,22.3,8.4,15.8
1356,69.4,5.2,48.1
1357,66.6,4.9,44.4
1358,57.2,21.6,50.3
1359,43.3,43.3,43.3
1360,81.6,19.7,54.6
1361,43.4,9.5,37.7
1362,51.1,23.2,37.0
1363,93.0,32.8,38.0
1364,54.6,20.6,30.1
1366,66.1,29.5,36.2
1367,73.3,11.2,51.1
1368,75.7,6.3,48.3
1369,34.3,15.8,26.0
1370,37.0,25.3,31.7
1371,41.9,21.9,31.9
1372,62.3,42.0,48.3
1373,49.2,26.4,39.0
1374,47.0,22.8,34.1
1375,94.1,53.3,63.9
1376,44.2,23.3,33.2
1377,77.2,39.6,57.5
1378,74.7,12.5,48.5
1379,50.9,25.0,36.6
1380,65.0,18.2,36.3
1381,50.7,7.5,29.7
1382,45.0,34.5,42.9
1383,73.6,6.1,49.4
1384,74.9,7.6,47.9
1385,51.0,22.2,34.1
1386,48.2,26.4,40.4
1387,15.7,11.3,13.3
1388,36.7,36.7,36.7
1389,39.3,28.9,34.5
1390,75.5,11.1,49.1
1391,47.2,8.8,33.3
1392,80.3,64.7,72.5
1393,5.6,5.6,5.6
1394,37.3,25.3,33.6
1395,51.6,24.5,40.4
1396,131.8,26.9,47.9
1397,74.3,4.9,49.5
1398,68.1,3.5,52.2
1399,85.2,26.9,44.9
1400,72.3,3.3,46.4
1401,13.4,13.4,13.4
1402,85.1,55.0,61.4
1403,44.4,23.7,37.5
1404,44.4,15.1,37.1
1405,3.8,0.0,1.9
1406,9.6,9.6,9.6
1408,40.9,22.8,36.0
1409,35.8,0.0,10.3
1410,54.6,28.2,40.7
1411,68.9,26.4,35.3
1412,51.5,30.2,44.2
1413,92.1,47.3,61.3
1414,83.2,0.2,11.3
1415,145.3,71.0,98.1
1416,116.3,91.2,103.0
1417,65.3,15.8,46.6
1418,69.8,1.0,14.9
1419,34.5,34.5,34.5
1420,42.9,32.9,40.0
1421,82.7,12.7,42.8
1422,116.2,27.3,60.7
1423,61.6,15.2,43.3
1424,47.5,5.8,37.2
1425,93.8,26.1,40.6
1426,91.5,8.8,45.0
1427,37.0,23.9,33.8
1428,93.9,26.7,62.3
1430,49.3,25.1,37.4
1431,44.7,16.6,36.7
1432,145.5,101.6,117.4
1433,136.9,6.7,40.4
1434,87.2,45.0,62.0
1435,134.3,25.4,43.1
1436,59.6,9.4,42.2
1437,90.0,18.2,61.4
1438,79.4,57.7,66.4
1439,78.3,4.2,51.1
1440,89.2,9.8,59.8
1441,94.5,77.9,88.2
1442,29.7,0.0,17.5
1443,96.3,23.6,77.9
1444,110.9,12.6,77.1
1445,132.6,24.6,51.4
1446,132.4,22.2,56.8
1447,83.2,7.0,63.4
1450,131.9,23.9,53.6
1451,114.0,21.1,84.5
1452,126.8,16.9,53.6
1453,40.9,13.6,20.4
1454,69.8,8.7,54.9
1455,14.1,14.1,14.1
1456,74.8,9.9,54.9
1457,112.2,12.3,73.4
1458,51.6,7.1,37.5
1459,124.6,17.7,87.7
1460,100.3,43.6,76.1
1461,48.0,32.7,43.1
1462,67.2,8.2,36.4
1463,103.0,86.2,90.8
1464,68.7,37.4,59.1
1465,90.2,12.0,62.5
1466,41.3,40.2,40.8
1467,87.4,40.8,47.6
1468,130.5,52.8,72.8
1469,87.4,16.6,68.0
1470,123.3,14.0,88.9
1471,44.5,36.5,40.8
1472,82.5,29.0,74.6
1473,93.1,12.1,62.8
1474,66.2,19.1,51.1
1475,78.1,38.1,49.7
1477,112.8,26.0,83.1
1478,34.3,10.1,23.2
1479,68.9,14.0,43.0
1480,99.2,27.3,62.3
1481,85.8,31.4,57.8
1482,88.0,8.6,28.7
1483,65.8,13.8,55.7
1484,85.2,15.9,51.3
1485,51.2,44.7,46.7
1486,18.0,1.8,11.1
1487,33.1,12.0,25.4
1488,106.6,2.0,19.4
1489,99.5,0.0,59.2
1490,56.0,0.0,32.3
1491,113.4,9.7,78.5
1492,44.9,10.6,30.5
1493,34.6,4.2,17.5
1494,74.3,6.4,48.0
1495,81.7,46.0,72.5
1496,54.2,43.4,46.1
1497,91.6,56.5,64.6
1498,48.0,26.7,38.7
1499,22.5,1.1,14.3
1500,125.4,74.3,85.9
1501,47.9,4.3,17.6
1503,113.5,19.6,82.0
1504,40.5,21.7,28.4
1505,91.4,6.3,21.5
1506,54.8,42.2,49.3
1507,101.4,24.6,57.0
1508,98.1,19.8,70.9
1509,99.2,70.2,83.6
1510,1.5,0.0,0.9
1511,62.8,43.0,54.0
1512,28.4,0.9,9.5
1513,58.8,0.0,22.4
1514,39.1,35.9,37.5
1515,24.3,0.0,15.8
1516,67.5,59.6,64.1
1517,47.4,4.7,24.9
1518,104.4,16.5,76.5
1519,89.1,6.3,55.3
1520,69.6,17.1,31.1
1521,50.2,0.0,18.6
1522,85.5,20.7,60.9
1524,41.9,23.2,31.8
1525,75.1,10.0,45.1
1526,90.0,25.4,70.7
1527,101.3,20.6,78.1
1528,28.4,0.0,10.5
1529,56.0,27.4,52.2
1530,54.8,3.5,18.6
1531,97.0,71.1,80.1
1532,38.1,0.0,18.8
1533,53.6,6.8,20.7
1534,121.5,17.4,77.0
1535,131.9,67.8,80.9
1536,67.6,25.8,58.5
1537,65.8,26.7,56.4
1538,59.0,33.3,44.4
1539,109.2,7.4,56.1
1540,73.5,51.7,66.2
1541,22.6,4.2,16.3
1542,82.1,0.0,20.1
1543,60.0,13.2,46.7
1544,120.2,14.4,92.5
1545,45.6,18.1,33.4
1546,84.0,12.1,63.8
1547,50.6,16.9,41.3
1548,34.4,7.2,23.2
1549,98.0,16.9,63.6
1550,82.1,0.0,15.3
1551,31.0,0.0,16.9
1552,97.3,27.5,75.8
1553,85.5,53.7,69.0
1554,55.3,24.7,34.8
1555,58.4,58.4,58.4
1556,146.9,99.9,116.5
1557,87.9,41.0,64.6
1558,74.7,21.3,59.8
1559,60.6,26.0,54.6
1560,91.3,17.9,72.4
1561,91.4,13.7,64.9
1562,35.5,9.1,22.3
1563,140.7,23.5,96.4
1564,138.3,59.2,105.7
1565,79.7,11.7,31.1
1566,18.3,0.0,10.5
1567,87.9,0.0,48.4
1568,107.8,37.8,59.1
1569,115.8,17.6,66.2
1570,26.1,0.0,11.8
1571,61.7,16.7,49.6
1572,21.3,0.0,10.3
1573,72.0,32.2,58.4
1574,69.9,16.5,47.5
1575,53.6,11.0,26.9
1576,9.1,1.5,3.0
1577,94.7,46.4,67.2
1578,1.8,0.0,0.9
1579,79.5,40.9,60.0
1580,2.9,0.0,1.5
1581,111.4,16.3,76.6
1582,41.0,15.5,21.9
1583,47.6,23.8,38.0
1584,83.0,52.8,73.2
1585,63.9,16.8,50.3
1586,56.9,4.4,34.7
1587,49.7,34.8,41.6
1588,8.6,8.6,8.6
1589,114.6,21.1,86.3
1590,101.0,24.7,33.9
1591,33.4,1.5,17.0
1592,93.6,4.7,33.8
1593,45.1,5.0,13.3
1594,45.3,41.6,44.0
1595,90.0,14.6,62.8
1596,72.2,0.0,9.3
1597,35.6,0.0,17.7
1598,52.7,17.6,32.2
1599,101.1,8.4,63.8
1600,82.1,4.2,62.0
1601,26.1,0.0,12.3
1602,64.1,8.7,46.1
1603,37.4,3.1,9.5
1604,117.8,32.8,53.9
1605,35.6,0.0,20.2
1606,7.9,1.3,2.8
1607,10.6,0.0,4.6
1608,25.8,3.6,18.5
1609,52.2,5.6,25.9
1610,11.5,0.0,6.6
1611,5.5,0.0,2.1
1612,42.5,15.1,27.5
1613,37.2,0.0,8.4
1614,41.2,4.6,27.2
1615,15.9,2.5,8.1
1616,35.4,4.3,26.9
1617,32.7,0.0,23.5
1618,74.2,0.0,25.5
1619,42.3,8.3,26.5
1620,34.2,22.1,31.5
1621,41.3,0.0,9.6
1622,14.2,0.0,4.8
1623,41.5,11.0,32.0
1624,93.8,12.8,27.8
1625,39.1,2.3,27.7
1626,39.6,0.0,18.6
1627,36.3,5.8,28.0
1628,6.6,0.0,1.3
1629,38.1,0.0,25.1
1630,27.9,2.1,21.0
1631,65.4,34.6,41.9
1632,21.0,3.2,10.8
1633,32.4,2.9,25.4
1634,27.6,2.8,20.2
1635,47.3,4.8,39.5
1636,3.9,0.0,2.0
1637,46.7,0.0,33.7
1638,71.4,11.0,31.6
1639,34.0,17.9,28.1
1641,32.1,5.2,23.3
1642,42.6,6.2,27.0
1643,37.9,13.2,32.7
1644,67.8,10.1,20.1
1645,0.0,0.0,0.0
1646,19.3,0.0,9.7
1647,29.5,2.1,20.5
1648,30.0,2.9,22.5
1649,51.0,17.5,35.3
1650,11.0,0.0,5.1
1651,114.2,30.1,64.7
1652,14.9,0.0,7.4
1653,39.9,4.3,9.9
1654,2.9,0.0,1.9
1655,14.9,0.5,6.9
1656,71.1,16.3,46.9
1657,50.6,0.0,5.9
1659,30.9,6.7,23.8
1660,68.3,15.9,52.1
1661,9.9,0.0,3.7
1662,4.8,0.0,1.8
1663,37.0,9.2,17.3
1664,6.5,0.0,3.4
1665,34.5,3.8,25.4
1666,78.5,54.4,63.6
1667,31.7,1.4,24.6
1668,71.7,16.6,52.1
1669,12.1,0.0,4.2
1670,32.8,2.8,24.3
1671,36.9,0.2,7.1
1672,88.1,0.0,11.8
1673,19.0,0.0,11.0
1674,6.3,0.0,2.4
1675,119.5,15.9,41.2
1676,37.2,5.3,10.2
1677,1.5,0.0,0.8
1678,2.0,0.0,1.6
1679,71.8,0.0,45.3
1680,20.0,0.0,13.1
1681,37.7,6.9,27.7
1682,7.4,0.0,2.2
1683,55.7,28.9,44.6
1684,41.4,0.0,4.9
1685,47.4,10.8,34.1
1686,49.7,0.2,3.8
1688,105.6,0.0,6.1
1690,30.6,0.0,14.9
1691,37.2,13.6,29.6
1692,75.3,54.8,66.1
1693,86.6,4.4,12.0
1694,31.0,21.7,28.9
1695,47.1,27.9,35.5
1696,14.6,9.0,11.4
1697,43.9,16.7,37.8
1698,39.2,25.1,31.0
1699,50.6,32.0,38.6
1700,18.9,12.6,13.6
1701,46.9,17.4,35.1
1702,38.5,26.8,35.6
1703,40.8,29.7,32.6
1704,38.9,30.9,35.9
1705,24.9,15.1,20.5
1706,17.5,4.2,13.2
1707,99.3,4.5,14.7
1708,1.2,0.0,0.3
1710,51.6,24.7,37.1
1711,121.4,50.4,72.6
1712,45.6,19.3,36.0
1713,64.0,0.0,7.2
1714,43.7,13.3,37.7
1715,15.4,5.6,12.7
1716,47.9,15.8,36.2
1717,3.0,0.0,1.0
1718,20.4,0.0,8.0
1719,24.6,20.1,22.6
1720,68.7,68.7,68.7
1721,22.5,12.2,14.3
1722,37.2,27.7,32.8
1723,40.3,32.9,36.3
1724,39.3,30.4,34.0
1725,32.8,16.4,27.9
1726,32.9,17.4,26.9
1727,35.4,35.4,35.4
1728,45.8,0.0,8.3
1729,79.0,35.9,43.3
1730,8.4,0.0,3.6
1731,43.3,33.5,40.6
1732,17.7,13.3,14.8
1733,45.8,18.3,36.5
1734,17.6,0.0,1.7
1735,28.3,0.0,3.0
1736,8.0,8.0,8.0
1737,28.5,0.0,18.0
1738,110.0,12.2,46.9
1739,17.6,12.9,14.9
1740,124.2,21.3,64.2
1741,50.9,18.1,33.7
1742,104.6,12.3,49.7
1743,8.9,0.0,2.9
1744,18.6,9.6,14.8
1745,8.3,0.0,2.9
1746,53.6,18.5,33.5
1747,97.8,15.9,46.4
1748,44.0,8.0,28.1
1749,87.2,0.0,14.6
1750,55.3,30.4,37.8
1751,36.3,28.0,33.5
1752,98.8,7.6,48.6
1753,21.0,12.6,16.2
1754,22.1,16.1,19.8
1755,20.5,20.5,20.5
1756,1.5,0.0,0.6
1757,64.3,27.9,51.7
1758,101.1,68.6,74.5
1759,41.9,23.4,31.4
1760,36.6,30.1,32.9
1761,40.0,10.8,26.7
1762,99.5,22.7,71.8
1763,53.7,0.0,3.4
1764,39.6,0.0,26.1
1765,33.8,0.0,3.1
1766,24.1,0.0,3.8
1767,23.4,0.0,4.7
1768,58.1,45.7,52.1
1769,85.9,14.3,50.8
1770,16.4,0.0,8.0
1771,33.6,12.4,16.8
1772,23.8,0.0,16.1
1773,25.7,0.0,18.9
1774,42.9,13.6,31.7
1775,35.9,8.4,31.2
1777,44.2,24.0,39.9
1778,51.0,10.2,41.5
1779,39.1,21.7,32.9
1780,33.9,20.3,25.6
1781,16.1,7.7,10.6
1782,36.5,11.2,31.3
1783,46.3,23.2,34.8
1784,6.8,6.8,6.8
1785,59.8,18.4,36.1
1786,43.4,15.2,28.4
1787,44.9,21.5,28.3
1789,41.5,9.0,34.0
1790,37.8,9.2,33.6
1791,47.7,26.4,43.8
1792,49.8,23.1,34.4
1793,39.0,24.1,34.6
1794,38.3,13.5,32.4
1796,5.2,0.0,3.7
1797,42.8,7.9,33.6
1798,14.6,14.6,14.6
1799,69.2,7.8,43.8
1800,140.6,14.0,69.4
1802,119.5,33.0,45.3
1803,111.2,19.3,39.2
1805,42.8,12.9,32.6
1807,59.7,25.2,39.4
1808,33.4,0.0,20.5
1809,68.6,9.7,41.3
1810,40.3,26.6,35.4
1811,52.6,14.3,39.3
1812,36.8,6.9,25.0
1813,46.7,11.7,34.3
1814,79.7,5.0,35.3
1815,39.4,26.6,35.1
1816,38.9,0.0,28.2
1817,136.4,27.8,101.2
1819,121.0,4.8,68.4
1820,138.5,35.2,65.1
1821,89.4,6.9,44.7
1822,95.9,9.8,65.5
1823,141.7,57.2,88.1
1824,63.9,24.6,44.1
1825,133.4,10.6,62.4
1826,31.7,1.8,19.0
1827,42.1,13.9,24.3
1829,128.9,8.8,63.5
1830,43.4,7.3,27.7
1831,17.0,17.0,17.0
1832,77.0,31.3,48.6
1833,135.8,46.9,82.4
1834,107.5,34.3,75.1
1836,93.7,54.9,62.5
1837,65.9,25.3,38.3
1838,19.4,9.9,15.3
1839,37.1,3.5,33.8
1840,103.6,37.0,64.1
1841,6.1,3.5,5.0
1842,43.3,31.3,40.9
1843,75.3,27.1,47.6
1844,134.0,0.0,80.2
1845,58.0,32.7,42.2
1846,125.2,9.1,75.9
1848,39.3,10.8,33.4
1849,59.3,8.6,39.3
1850,46.9,27.3,40.1
1851,103.7,33.2,74.3
1853,36.8,10.2,22.3
1854,30.0,18.9,26.2
1855,37.1,12.4,33.1
1856,61.8,1.1,28.0
1857,38.9,26.9,30.5
1858,31.0,5.2,12.7
1859,106.2,37.4,51.9
1860,101.6,70.1,88.3
1862,3.6,3.6,3.6
1863,47.2,8.1,35.8
1864,60.5,32.5,53.4
1865,80.2,35.2,46.3
1867,50.4,24.4,36.3
1868,105.4,28.3,48.9
1869,44.4,23.8,37.9
1870,110.7,53.6,83.3
1871,49.9,16.2,27.5
1872,42.5,42.5,42.5
1873,16.1,5.9,11.6
1874,21.1,21.1,21.1
1876,65.8,8.0,46.1
1877,83.7,4.9,65.6
1878,48.9,8.6,38.8
1879,53.4,6.6,30.0
1880,104.4,62.3,73.6
1881,68.0,8.2,47.5
1882,118.7,30.0,50.7
1883,77.7,40.6,53.0
1884,49.0,28.2,41.2
1885,117.4,12.3,68.9
1886,48.4,12.5,39.7
1887,69.8,34.9,45.5
1888,103.9,38.1,53.0
1889,104.3,29.3,58.7
1891,127.5,69.7,87.0
1892,82.9,0.0,15.1
1893,30.9,5.1,21.8
1894,134.5,17.5,88.9
1895,70.7,9.5,46.5
1896,87.2,12.4,57.2
1897,67.6,31.1,60.8
1898,128.5,0.0,31.3
1899,117.5,5.2,94.9
1900,29.9,1.8,20.1
1902,121.9,39.6,80.4
1904,32.3,0.0,21.7
1905,96.3,13.1,59.4
1906,51.9,6.3,37.6
1908,57.7,31.9,39.7
1909,68.8,12.9,48.6
1910,104.3,55.0,78.0
1911,4.4,0.0,3.3
1913,74.9,9.7,52.7
1915,88.4,38.8,44.7
1916,37.9,32.5,35.2
1917,53.3,36.0,44.7
1918,54.2,39.7,46.3
1919,114.7,10.0,76.4
1920,57.5,5.1,43.4
1921,131.5,26.2,55.4
1922,28.5,5.3,16.2
1923,53.2,0.0,9.9
1925,98.9,0.0,54.0
1926,54.3,9.4,46.7
1927,45.0,26.3,38.5
1928,82.7,34.1,42.7
1929,64.5,0.0,15.3
1930,143.5,29.7,62.4
1932,83.7,13.1,46.3
1933,113.9,14.0,57.2
1934,94.7,14.9,56.6
1935,86.5,17.1,55.5
1936,61.4,61.0,61.2
1937,65.4,17.7,50.6
1938,66.8,0.0,47.3
1939,101.3,14.6,71.2
1940,77.5,0.0,30.1
1941,98.7,16.2,70.5
1942,96.9,15.5,67.8
1943,90.5,18.2,66.9
1944,59.7,50.2,53.9
