ID,Max Velocity(km/h),Min Velocity(km/h),Avg Velocity(km/h)
0194,77.2,35.7,51.4
0195,40.4,4.4,25.4
0196,51.8,27.3,41.5
0197,56.9,4.1,47.5
0198,53.2,12.0,40.2
0199,60.4,4.2,48.1
0200,79.6,3.2,47.0
0201,55.4,0.5,21.7
0202,37.9,3.3,26.2
0203,43.8,0.0,7.6
0204,35.3,3.0,28.2
0205,40.5,6.0,31.7
0206,42.1,5.3,33.3
0207,103.4,30.7,53.0
0208,36.4,25.8,31.9
0209,47.8,31.6,38.3
0210,44.5,18.3,35.3
0211,25.6,0.0,21.7
0212,55.1,2.5,22.1
0213,53.8,17.7,26.1
0214,42.4,3.0,27.6
0215,54.3,32.5,42.0
0216,6.8,3.3,5.3
0217,78.4,52.1,62.9
0218,84.0,42.7,48.4
0219,0.0,0.0,0.0
0220,49.1,35.3,47.2
0221,59.2,4.2,48.2
0222,28.8,3.2,11.4
0223,40.9,6.7,34.4
0224,21.4,0.0,11.8
0225,17.5,0.0,10.0
0226,22.9,4.5,8.5
0227,5.6,0.0,1.8
0228,62.4,10.1,48.7
0229,8.4,0.0,4.6
0230,28.2,0.0,21.0
0231,57.9,37.1,47.3
0232,22.6,7.3,16.2
0233,0.0,0.0,0.0
0234,55.7,4.3,42.6
0235,22.1,0.0,15.3
0236,1.1,0.0,0.4
0237,25.9,3.4,18.0
0238,14.9,0.0,7.4
0239,58.4,34.0,55.0
0240,61.5,41.3,52.8
0241,70.6,10.8,58.5
0242,71.0,49.6,57.0
0243,22.4,0.0,15.0
0244,19.2,3.3,11.2
0245,39.7,6.4,31.5
0246,14.5,0.0,7.9
0247,46.0,24.2,40.5
0248,45.8,38.3,42.2
0249,48.0,38.5,42.5
0250,1.0,0.0,0.1
0251,79.6,8.6,68.4
0252,16.5,2.7,10.1
0253,20.7,1.9,12.3
0254,47.8,7.3,21.5
0255,72.1,53.4,63.3
0256,35.3,0.0,26.8
0257,9.5,0.0,6.0
0258,29.0,7.5,22.7
0259,61.7,36.5,50.5
0260,54.8,4.2,47.5
0261,60.5,41.6,49.6
0262,66.2,4.8,49.3
0263,47.2,7.9,19.3
0264,50.5,25.7,29.9
0265,13.9,0.0,6.1
0266,55.3,0.0,47.7
0267,52.1,32.6,45.7
0268,35.7,3.6,28.7
0269,61.1,32.6,50.0
0270,2.7,0.3,0.8
0271,38.0,11.3,32.6
0272,64.7,4.2,51.1
0273,68.5,34.9,53.2
0274,38.3,5.6,34.7
0275,38.7,11.0,32.4
0276,43.7,29.7,36.1
0277,52.5,32.4,36.3
0278,34.9,26.5,32.9
0279,18.1,3.1,15.7
0280,46.7,6.4,20.2
0281,42.5,0.0,5.6
0282,43.6,32.3,35.7
0283,28.9,0.0,20.4
0284,30.6,5.3,19.9
0285,23.1,23.1,23.1
0286,33.5,0.0,26.7
0287,49.5,0.0,26.0
0288,41.0,17.2,31.2
0289,2.6,1.3,2.0
0290,31.7,13.7,27.6
0291,40.1,0.0,8.3
0292,28.4,0.0,11.9
0293,52.7,19.1,27.8
0294,0.2,0.0,0.1
0295,13.3,10.8,12.0
0296,56.0,30.7,49.6
0297,46.0,11.4,31.0
0298,44.4,17.5,33.4
0299,40.9,15.9,32.2
0300,63.3,36.5,47.2
0301,36.4,0.0,25.3
0302,64.5,36.4,53.9
0303,46.5,30.5,43.1
0304,54.0,31.4,46.9
0305,62.8,4.2,47.9
0306,58.5,42.5,52.1
0307,62.8,8.3,50.0
0308,2.6,0.7,1.4
0309,62.8,30.0,51.5
0310,50.7,38.6,44.2
0311,54.9,41.3,48.0
0312,50.9,6.4,43.3
0313,59.1,5.4,43.3
0314,73.4,9.9,37.4
0315,16.5,5.3,11.4
0316,52.9,39.1,47.5
0317,63.3,39.5,48.2
0318,10.6,10.5,10.6
0319,27.6,4.1,19.5
0320,56.8,44.3,49.8
0321,42.2,10.4,32.6
0322,12.4,0.0,2.1
0323,44.4,22.2,33.8
0324,40.1,11.0,32.6
0325,44.3,7.9,32.8
0326,31.9,0.0,25.0
0327,54.8,30.5,40.0
0328,31.9,31.9,31.9
0329,49.9,21.9,36.6
0330,41.7,10.5,35.0
0331,89.7,34.7,47.5
0332,35.5,0.0,28.7
0333,37.5,7.0,28.4
0334,42.2,24.2,37.8
0335,57.2,32.1,37.5
0336,42.9,9.4,24.7
0337,35.4,25.4,29.6
0338,15.9,0.0,8.5
0339,33.1,7.7,24.1
0340,31.3,0.0,25.0
0341,26.3,0.0,18.9
0342,29.4,22.1,24.9
0343,26.7,4.3,16.2
0344,53.7,34.4,46.3
0346,68.9,0.0,47.6
0347,46.1,0.0,14.0
0348,43.9,0.0,27.8
0349,54.4,19.6,29.4
0350,36.1,0.0,8.7
0351,55.7,4.2,43.7
0352,37.4,16.2,28.1
0353,29.3,11.0,25.5
0354,40.4,23.0,29.9
0355,0.9,0.0,0.4
0356,32.7,6.0,27.2
0357,49.9,0.0,42.0
0358,33.8,23.1,27.1
0359,61.2,28.5,40.2
0361,40.0,25.8,29.6
