ID,Max Velocity(km/h),Min Velocity(km/h),Avg Velocity(km/h)
0515,37.8,31.3,34.6
0516,14.3,14.3,14.3
0518,25.2,5.9,11.0
0519,24.9,9.3,22.0
0520,20.1,20.1,20.1
0521,46.4,5.0,21.7
0522,43.6,0.0,26.0
0523,37.8,1.8,20.5
0524,70.9,30.9,54.9
0525,72.9,72.9,72.9
0526,35.5,19.3,24.3
0527,30.0,0.0,19.1
0528,7.2,4.2,5.8
0529,69.8,11.9,52.3
0530,83.9,22.6,37.5
0531,47.2,9.6,37.3
0532,76.3,0.0,45.4
0533,47.6,5.6,36.0
0534,75.0,37.5,56.2
0535,28.7,0.0,14.9
0536,73.4,20.1,53.1
0537,43.9,13.8,30.5
0538,35.8,1.6,26.9
0539,49.3,19.0,32.2
0540,48.8,36.0,43.0
0541,33.4,0.0,16.0
0542,40.0,4.6,27.7
0543,43.9,8.4,23.2
0544,93.8,8.6,31.3
0545,47.5,16.4,26.8
0546,43.4,28.9,36.5
0547,109.9,0.0,54.2
0548,31.7,0.0,20.0
0549,48.3,2.8,30.3
0550,54.9,41.0,47.1
0551,63.4,18.3,33.1
0552,76.1,19.8,33.9
0553,63.0,1.9,47.7
0554,50.1,2.4,32.5
0555,54.5,54.5,54.5
0556,94.4,22.1,38.8
0558,68.9,1.2,12.4
0559,89.7,0.0,19.3
0560,54.8,0.0,34.9
0561,84.3,5.3,17.1
0562,35.7,0.0,29.4
0563,100.2,0.0,20.2
0565,36.9,5.0,15.7
0566,26.2,19.4,23.7
0567,74.8,34.3,49.2
0568,21.3,21.1,21.2
0569,72.6,0.0,15.6
0570,54.6,45.3,50.0
0571,35.5,18.9,27.0
0572,67.2,0.0,42.3
0573,2.3,2.3,2.3
0575,67.7,3.0,46.2
0576,63.1,62.6,62.8
0577,50.9,0.0,33.2
0578,56.1,0.0,41.6
0579,91.5,8.0,36.9
0580,70.1,28.7,46.8
0581,31.9,8.3,23.9
0582,0.0,0.0,0.0
0583,91.5,32.2,44.6
0584,32.4,0.0,13.6
0585,45.4,6.0,32.2
0586,31.7,15.9,28.4
0587,80.0,54.9,68.7
0588,118.3,26.8,53.7
0589,68.3,32.2,54.3
0591,82.1,37.4,59.2
0592,38.1,4.4,21.5
0593,122.6,122.6,122.6
0595,42.2,41.8,42.0
0596,25.2,17.2,20.5
0597,80.9,31.6,54.8
0598,76.8,6.7,47.7
0599,64.4,1.9,51.1
0600,47.4,0.0,36.9
0601,41.0,0.0,20.9
0602,107.5,7.5,50.0
0603,39.1,0.0,32.1
0604,96.7,23.7,58.8
0605,89.0,28.7,56.2
0606,81.2,0.0,45.9
0607,70.9,33.1,49.6
0608,90.6,44.0,51.8
0611,90.7,52.5,59.6
0612,54.0,53.7,53.8
0613,88.0,60.7,71.8
0615,83.9,3.4,52.6
0616,91.0,0.0,54.4
0617,105.0,44.4,55.7
0618,8.7,1.5,5.9
0619,55.3,25.1,36.5
0620,24.8,0.0,15.3
0621,54.5,36.2,45.1
0623,118.0,15.5,55.9
0624,12.7,8.9,10.8
0625,84.9,36.7,52.5
0626,94.2,26.4,56.4
0627,27.5,27.5,27.5
0628,12.4,4.1,7.2
0629,29.8,0.0,17.7
0630,80.0,28.8,50.6
0631,51.9,18.8,43.5
0632,43.8,10.6,16.0
0633,78.5,0.0,55.1
0634,73.9,35.7,50.1
0635,84.3,28.6,62.4
0636,53.9,30.3,34.6
0638,41.0,30.6,37.0
0639,4.2,4.2,4.2
0641,70.7,5.7,58.3
0642,87.0,2.7,65.7
0643,80.2,27.9,55.8
0644,66.8,8.5,48.0
0645,62.5,22.8,38.3
0648,37.5,6.2,17.9
0649,37.9,2.5,26.3
0651,45.3,7.1,18.1
0652,52.9,0.0,22.0
0653,95.6,31.1,57.4
0654,85.9,0.0,60.4
0655,96.4,35.7,71.1
0656,74.5,16.5,51.2
0657,32.7,20.2,24.7
0658,59.7,39.5,49.6
0659,36.6,0.0,20.4
0660,118.7,71.2,93.2
0661,108.8,0.0,71.7
0662,70.0,47.5,61.7
0664,63.6,37.4,51.0
0665,65.4,0.0,19.6
0667,66.1,8.3,20.2
0668,145.0,7.9,25.5
0669,82.1,34.6,60.1
0670,92.1,25.4,71.8
0671,20.6,0.0,17.4
0672,66.0,19.3,47.6
0673,72.0,12.2,47.3
0674,64.6,2.1,32.9
0675,39.8,0.0,23.4
0677,27.7,15.2,19.8
0678,130.3,49.3,99.4
0679,77.5,0.0,6.0
0680,56.0,35.1,47.8
0681,43.9,2.8,22.1
0682,87.0,0.0,23.5
0683,55.5,7.7,23.4
0684,84.0,14.3,46.5
0685,36.5,0.0,22.1
0686,49.7,0.0,20.9
0687,67.3,38.9,52.9
0688,92.5,8.1,23.5
0689,50.6,1.9,23.8
0690,72.6,37.5,53.8
0691,56.9,2.6,22.3
0692,98.1,8.7,23.2
0693,49.9,0.0,23.2
0694,62.3,13.9,48.6
0695,45.5,28.3,36.3
0696,81.8,26.3,56.3
0697,77.9,51.0,64.4
0698,53.7,5.6,38.5
0699,55.1,31.7,43.4
0700,57.2,30.7,41.3
0701,6.1,6.1,6.1
0702,67.6,3.8,19.6
0703,68.5,23.0,50.0
0704,73.3,25.9,38.2
0705,45.4,0.0,21.4
0706,16.8,2.6,9.6
0707,93.3,10.4,64.4
0708,19.0,4.8,8.5
0709,32.1,7.7,18.5
0711,72.0,34.6,53.5
0712,70.3,34.3,51.8
0713,58.5,13.0,38.5
0714,58.4,36.0,45.9
0715,85.6,42.8,60.2
0716,102.3,16.1,67.6
0717,90.3,7.0,64.1
0718,76.7,4.4,53.9
0719,65.9,16.3,34.7
0720,79.9,47.5,64.2
0721,28.9,18.5,25.4
0722,104.0,8.0,62.0
0723,16.9,0.0,9.9
0724,73.5,16.6,55.6
0725,116.2,4.0,62.9
0726,93.4,0.0,11.6
0727,86.7,10.3,47.0
0728,67.5,17.3,46.9
0729,96.0,10.9,54.6
0730,52.3,4.0,39.9
0731,88.2,1.9,49.4
0732,61.3,0.0,11.4
0733,8.4,4.2,6.3
0734,47.6,6.5,27.7
0735,53.7,5.0,41.2
0736,14.1,6.4,11.3
0737,87.4,30.2,50.8
0738,70.6,30.4,48.9
0739,80.8,39.6,56.8
0740,28.4,10.5,19.5
0742,55.7,7.1,41.6
0743,59.1,4.2,37.6
0744,9.7,0.0,3.8
0745,26.7,13.6,18.5
0746,52.5,31.1,44.4
0747,32.7,32.7,32.7
0748,19.6,3.1,11.3
0750,64.7,10.6,34.2
0751,80.2,36.5,48.7
0752,66.8,8.8,32.6
0753,69.1,23.9,39.1
0755,66.5,35.7,48.0
0756,72.9,8.0,33.3
0758,77.4,25.2,40.5
0759,49.4,33.5,41.4
0760,42.2,27.8,32.9
0761,91.1,20.4,57.1
0762,80.0,0.0,20.7
0763,61.8,16.0,31.7
0764,38.1,24.9,31.5
0765,98.4,33.5,47.4
0766,67.3,12.1,46.1
0768,64.6,0.0,46.9
0769,53.0,0.0,17.8
0770,107.7,6.2,37.3
0771,63.2,2.7,36.6
0772,67.8,0.0,19.8
0773,45.3,0.0,17.3
0774,34.3,0.0,24.5
0775,59.0,15.0,34.4
0776,90.7,1.8,24.4
0777,70.1,5.3,25.4
0778,74.0,53.4,66.0
0779,49.0,0.0,33.9
0780,130.8,9.4,47.6
0782,93.2,1.4,24.1
0783,97.1,3.9,57.0
0784,66.3,34.6,53.7
0785,64.4,10.8,41.4
0786,70.3,23.6,38.2
0787,50.9,46.8,48.5
0788,77.5,1.9,49.9
0789,64.8,0.0,40.1
0790,93.0,5.6,23.7
0791,44.9,20.0,36.3
0792,75.5,0.0,28.2
0793,76.2,75.9,76.0
0794,58.4,14.4,19.1
0795,2.7,0.0,1.5
0796,68.8,0.1,30.2
0797,23.5,13.0,18.3
0798,111.3,17.7,60.3
0799,63.8,50.4,61.1
0800,3.9,3.9,3.9
0801,75.3,3.1,31.8
0802,112.3,6.8,30.5
0803,70.0,13.4,45.9
0804,142.3,0.0,30.7
0805,41.7,3.1,17.3
0806,84.2,0.0,27.6
0807,55.6,37.4,47.5
0808,5.5,2.8,3.7
0809,83.2,0.0,38.3
0811,85.4,3.2,23.4
0812,43.6,4.7,29.9
0813,136.1,41.0,88.1
0814,37.0,0.0,23.5
0815,91.0,0.3,22.5
0816,33.6,24.1,28.5
0817,79.4,3.1,24.4
0818,43.7,5.3,31.5
0819,43.5,1.9,26.9
0820,56.8,0.0,32.4
0821,46.2,7.8,17.1
0822,57.0,4.7,28.9
0824,10.3,0.0,3.7
0826,100.1,12.6,35.7
0827,27.0,26.4,26.7
0828,36.0,3.1,24.2
0829,94.3,10.9,33.4
0830,40.2,1.4,26.2
0831,37.1,3.7,20.2
0832,85.3,11.4,44.0
0833,18.3,6.8,11.9
0834,106.7,14.7,29.5
0835,104.0,8.4,24.7
0837,89.6,41.6,64.3
0838,49.6,5.0,30.7
0839,44.5,3.0,29.1
0840,103.8,11.4,39.3
0842,9.7,9.7,9.7
0843,28.2,8.2,20.2
0844,77.3,0.0,22.9
0845,111.3,6.2,53.0
0846,135.8,0.0,57.3
0847,38.6,5.3,26.1
0848,45.6,0.0,29.8
0849,84.3,29.2,50.6
0850,4.4,2.2,3.3
0851,25.3,0.2,11.6
0852,73.1,30.1,46.9
0853,97.6,60.6,83.2
0854,51.9,0.0,33.3
0855,57.4,24.1,35.1
0856,86.8,22.0,43.1
0857,81.1,36.2,53.2
0858,97.6,7.0,54.6
0859,48.7,0.0,33.1
0860,32.5,0.0,21.6
0861,56.8,45.6,52.4
0862,49.4,2.4,13.5
0863,84.6,0.5,15.1
0864,64.6,0.0,25.9
0865,53.8,0.0,43.8
0866,38.4,2.9,20.5
0869,66.6,38.1,48.2
0870,47.4,0.0,15.1
0871,88.9,14.9,40.9
0873,79.0,21.5,41.2
0874,39.0,2.2,32.0
0876,76.4,23.1,50.4
0877,13.3,13.3,13.3
0878,33.8,0.0,12.3
0879,50.9,7.9,39.4
0880,33.4,0.0,13.7
0881,61.9,0.0,39.9
0882,54.8,5.6,37.3
0883,56.9,2.0,13.6
0884,52.1,0.0,40.4
0885,107.0,32.1,60.6
0886,111.6,16.2,56.9
0887,35.5,0.0,16.6
0889,64.9,13.9,24.6
0891,51.1,0.0,40.7
0892,79.2,24.3,53.4
0893,86.7,86.7,86.7
0894,102.2,23.1,43.4
0895,33.2,0.0,24.7
0896,56.7,0.0,41.5
0897,52.8,29.0,45.4
0898,74.3,5.8,41.8
0900,80.6,34.6,52.4
0901,98.8,0.0,65.8
0902,75.9,75.9,75.9
0903,32.2,20.9,27.5
0904,59.9,0.0,43.5
0905,78.8,31.6,43.8
0906,38.7,0.0,26.7
0907,45.8,5.4,33.9
0908,84.6,0.0,49.0
0909,41.6,32.6,34.8
0910,6.2,0.0,3.8
0911,96.5,20.3,51.7
0912,36.4,19.1,29.6
0913,25.0,14.5,19.7
0914,19.9,0.0,10.8
0915,102.3,5.9,52.0
0916,3.7,2.3,3.0
0917,51.6,28.0,33.5
0918,67.3,37.9,54.2
0920,3.3,1.2,2.4
0921,112.6,38.1,67.6
0922,64.6,0.0,49.3
0923,30.8,30.8,30.8
0924,86.0,11.3,64.8
0925,127.7,0.0,47.7
0926,90.8,28.3,59.6
0927,43.3,0.0,20.1
0928,92.4,16.6,53.4
0929,107.2,21.1,53.1
0930,92.8,34.7,63.9
0931,86.5,37.9,63.4
0932,42.7,7.2,19.0
0933,37.9,3.8,27.8
0934,63.2,5.5,55.2
0935,106.3,73.3,88.6
0936,111.4,17.8,40.3
0937,76.6,37.6,56.6
0938,80.5,0.6,43.2
0939,73.6,73.6,73.6
0940,96.9,25.3,54.8
0941,22.2,0.0,16.2
0942,66.7,13.8,55.7
0943,68.0,0.0,47.5
0944,58.0,38.9,48.4
0945,45.0,0.0,37.5
0946,89.5,37.1,60.1
0947,29.2,0.0,19.8
0948,49.0,0.0,26.6
0949,77.9,31.8,44.2
0950,92.6,24.2,43.9
0951,43.0,21.9,28.9
0953,81.2,37.6,61.1
0955,68.9,5.7,32.9
0956,76.4,0.0,44.9
0957,38.8,16.2,25.9
0958,58.9,27.7,40.2
0959,112.5,26.4,65.5
0960,32.4,0.0,25.7
0961,138.3,82.2,103.0
0962,101.1,51.0,77.8
0963,37.4,30.4,34.1
0964,39.6,9.9,25.0
0965,48.5,0.0,25.2
0966,58.0,11.2,22.5
0967,58.9,34.0,46.4
0968,58.7,26.1,44.1
0969,77.2,0.0,62.4
0970,140.2,32.6,65.4
0971,15.9,15.5,15.7
0972,53.3,14.2,26.1
0973,22.9,22.9,22.9
0974,39.6,0.0,26.0
0975,127.6,10.5,30.2
0976,53.0,0.0,36.4
0977,47.5,32.4,40.4
0978,74.4,74.4,74.4
